October 8;Standard
October 29;Standard
nov-20;Standard
dec-13;Standard
dec-17;Standard
January 21;Standard
Febuary 14;Standard
March 5;Standard
April 4; Standard
May 2;Standard
June 4;Standard
July 2;Standard
